Yr/Seas,Host,Nationalities,Leader (s),Route(s),Result,Smtrs,Dead,Exped ID,Year,expedition_code,member_count,total_members,death_mbrs,hired_deaths,hired_count,hired_DR,mbr_DR
2004 Spr,China,France,Jacques Marmet,N Col-NE Ridge,Success,2,,EVER-041-18,2004,EVER041182004,2,1,0,0,1,0,0
2004 Spr,China,Russia,Viatcheslav Skripko,N Col-NE Ridge,Success,1,,EVER-041-19,2004,EVER041192004,4,4,0,0,0,#DIV/0!,0
2004 Spr,China,Italy,Daniele Nardi,N Face,Success,1,,EVER-041-20,2004,EVER041202004,1,1,0,0,0,#DIV/0!,0
2004 Spr,China,"France, Austria",Bertrand Roche,N Col-NE Ridge,Success,4,,EVER-041-21,2004,EVER041212004,5,3,0,0,2,0,0
2004 Spr,China,Mexico,Guillermo Carro Blaizac,N Col-NE Ridge,Success,1,,EVER-041-22,2004,EVER041222004,1,1,0,0,0,#DIV/0!,0
2004 Spr,Nepal,"UK, Australia, France, USA",Henry Todd,S Col-SE Ridge,Success,12,,EVER-041-23,2004,EVER041232004,18,13,0,0,5,0,0
2004 Spr,China,"S Africa, Norway, USA",Paul Firth,N Col-NE Ridge,Success,3,,EVER-041-24,2004,EVER041242004,6,4,0,0,2,0,0
2004 Spr,China,Denmark,Nick Nielsen,N Col-NE Ridge,Bad Weather,,,EVER-041-25,2004,EVER041252004,1,1,0,0,0,#DIV/0!,0
2004 Spr,Nepal,"Canada, Australia, Mexico",Benjamin Webster,S Col-SE Ridge,Success,6,,EVER-041-26,2004,EVER041262004,9,5,0,0,4,0,0
2004 Spr,China,"Russia, Uzbekistan",Victor Kozlov,N Face (up); NE Ridge-N Col (down),Success,8,,EVER-041-27,2004,EVER041272004,21,21,0,0,0,#DIV/0!,0
2004 Spr,China,"Italy, China",Soro Dorotei,N Col-NE Ridge,Success,13,,EVER-041-28,2004,EVER041282004,31,28,0,0,3,0,0
2004 Spr,China,India,Satyabrata Dam,N Col-NE Ridge,Success,12,,EVER-041-29,2004,EVER041292004,21,14,0,0,7,0,0
2004 Spr,China,"UK, USA",David Pritt,N Col-NE Ridge,Bad Weather,,,EVER-041-30,2004,EVER041302004,21,16,0,0,5,0,0
2004 Spr,China,Japan,Kenji Kondo,N Col-NE Ridge,Success,7,1,EVER-041-31,2004,EVER041312004,12,8,1,0,4,0,0.125
2004 Spr,China,Japan,Chizuko Kono,N Col-NE Ridge,Success,8,,EVER-041-32,2004,EVER041322004,8,2,0,0,6,0,0
2004 Spr,China,S Korea,Oh Eun-Sun,N Col-NE Ridge,Success,1,,EVER-041-33,2004,EVER041332004,1,1,0,0,0,#DIV/0!,0
2004 Spr,China,USA,David Hahn,N Col-NE Ridge,Success,3,,EVER-041-34,2004,EVER041342004,4,2,0,0,2,0,0
2004 Spr,Nepal,"USA, Australia, Canada, Singapore",Mark Tucker,S Col-SE Ridge,Success,7,,EVER-041-35,2004,EVER041352004,20,12,0,0,8,0,0
2004 Spr,Nepal,USA,Willie Benegas,S Col-SE Ridge,Success,5,,EVER-041-36,2004,EVER041362004,7,4,0,0,3,0,0
2004 Spr,China,UK,David Sharp,N Col-NE Ridge,"Illness, AMS",,,EVER-041-37,2004,EVER041372004,1,1,0,0,0,#DIV/0!,0
2004 Spr,Nepal,"USA, Austria, Finland, UK",David Breashears,S Col-SE Ridge,Success,14,,EVER-041-38,2004,EVER041382004,19,11,0,0,8,0,0
2004 Spr,China,New Zealand,James Milne,N Col-NE Ridge,Bad Weather,,,EVER-041-39,2004,EVER041392004,2,1,0,0,1,0,0
2004 Spr,China,USA,Daniel Lochner,N Col-NE Ridge,Success,4,,EVER-041-40,2004,EVER041402004,4,2,0,0,2,0,0
2004 Spr,China,"USA, Nepal","Gheorghe Dijmarescu, Lakpa Sherpa",N Col-NE Ridge,Success,8,,EVER-041-41,2004,EVER041412004,12,8,0,0,4,0,0
2004 Spr,China,S Korea,Baek Joon-Ho,N Col-NE Ridge,Success,4,3,EVER-041-42,2004,EVER041422004,8,6,3,0,2,0,0.5
2004 Spr,China,"New Zealand, Australia, Austria, Germany, Japan, Netherlands, Norway, S Africa, UK, USA",Russell Brice,N Col-NE Ridge,Success,33,,EVER-041-43,2004,EVER041432004,42,26,0,0,16,0,0
2004 Spr,China,"USA, Australia, Canada, France, Germany, Ireland, Netherlands, New Zealand, S Africa, UK",Dan Mazur,N Col-NE Ridge,Success,26,,EVER-041-44,2004,EVER041442004,45,28,0,0,17,0,0
2004 Spr,Nepal,Switzerland,Rupert Heider,S Col-SE Ridge,Success,4,,EVER-041-45,2004,EVER041452004,4,1,0,0,3,0,0
2004 Spr,Nepal,"Greece, Nepal",Nikolaos Magitsis,S Col-SE Ridge,Success,4,,EVER-041-46,2004,EVER041462004,4,2,0,0,2,0,0
2004 Spr,Nepal,India,Kalpana Dash,S Col-SE Ridge,Route Difficulty,,,EVER-041-47,2004,EVER041472004,1,1,0,0,0,#DIV/0!,0
2004 Spr,Nepal,Ireland,Pat Falvey,S Col-SE Ridge,Success,6,,EVER-041-48,2004,EVER041482004,7,3,0,0,4,0,0
2004 Spr,Nepal,"UK, New Zealand",Kenton Cool,S Col-SE Ridge,Success,5,,EVER-041-49,2004,EVER041492004,5,3,0,0,2,0,0
2004 Spr,Nepal,"Greece, USA",Panagiotis Kotronaros,S Col-SE Ridge,Success,10,,EVER-041-50,2004,EVER041502004,12,7,0,0,5,0,0
2004 Spr,Nepal,Canada,Mario Dutil,S Col-SE Ridge,Success,7,,EVER-041-51,2004,EVER041512004,7,3,0,0,4,0,0
2004 Spr,Nepal,"USA, Taiwan",Craig Van Hoy,S Col-SE Ridge,Success,3,,EVER-041-52,2004,EVER041522004,4,2,0,0,2,0,0
2004 Spr,Nepal,"Argentina, USA",Gustavo Lisi,S Col-SE Ridge,Success,4,1,EVER-041-53,2004,EVER041532004,4,2,1,0,2,0,0.5
2004 Spr,Nepal,"USA, Australia, Canada, Ireland, New Zealand, Norway",Luis Benitez,S Col-SE Ridge,Success,9,,EVER-041-54,2004,EVER041542004,14,9,0,0,5,0,0
2004 Spr,Nepal,Belgium,Robert Huygh,S Col-SE Ridge,Success,6,,EVER-041-55,2004,EVER041552004,6,2,0,0,4,0,0
2004 Spr,Nepal,Malaysia,Fauzan Hassan,S Col-SE Ridge,Success,5,,EVER-041-56,2004,EVER041562004,11,8,0,0,3,0,0
2004 Spr,Nepal,Spain,Josu Feijoo,S Col-SE Ridge,Success,6,,EVER-041-57,2004,EVER041572004,8,6,0,0,2,0,0
2004 Spr,Nepal,"USA, Nepal",Thomas McMillan,S Col-SE Ridge,Success,5,,EVER-041-58,2004,EVER041582004,7,4,0,0,3,0,0
2004 Spr,Nepal,Japan,Noriyuki Muraguchi,S Col-SE Ridge,Success,3,,EVER-041-59,2004,EVER041592004,4,2,0,0,2,0,0
2004 Spr,Nepal,S Korea,Chun Byung-Tai,S Col-SE Ridge,Success,6,,EVER-041-60,2004,EVER041602004,16,12,0,0,4,0,0
2004 Spr,Nepal,"Chile, UK",Rodrigo Jordan,S Col-SE Ridge,Success,9,,EVER-041-61,2004,EVER041612004,12,8,0,0,4,0,0
2004 Spr,Nepal,USA,Bill Zachary,S Col-SE Ridge,Success,2,,EVER-041-62,2004,EVER041622004,2,1,0,0,1,0,0
2004 Spr,China,Spain,Nuria Balague,N Col-NE Ridge,Success,4,,EVER-041-63,2004,EVER041632004,6,4,0,0,2,0,0
2004 Spr,China,Switzerland,Mathias Baumann,N Col-NE Ridge,"Illness, AMS",,,EVER-041-64,2004,EVER041642004,1,1,0,0,0,#DIV/0!,0
2004 Aut,China,Netherlands,Werner de Jong,N Col-NE Ridge,Route Difficulty,,,EVER-043-01,2004,EVER043012004,7,7,0,0,0,#DIV/0!,0
2004 Aut,China,Ukraine,Sergei Bershov,N Col-NE Ridge,Bad Conditions,,,EVER-043-02,2004,EVER043022004,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,Japan,Sato Chieko,N Col-NE Ridge,Lack of Supplies,,,EVER-051-01,2005,EVER051012005,3,1,0,0,2,0,0
2005 Spr,China,Czech Republic,Josef Simunek,N Face (Japanese Couloir),Bad Weather,,,EVER-051-02,2005,EVER051022005,6,6,0,0,0,#DIV/0!,0
2005 Spr,China,Japan,Masakazu Okuda,N Col-NE Ridge,Success,3,,EVER-051-03,2005,EVER051032005,3,2,0,0,1,0,0
2005 Spr,China,Serbia,Miodrag Jovovic,N Col-NE Ridge,Success,3,,EVER-051-04,2005,EVER051042005,9,7,0,0,2,0,0
2005 Spr,China,India,Padubidre Nagesh Ganesh Rao,N Col-NE Ridge,Success (Claimed),,,EVER-051-05,2005,EVER051052005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"USA, Nepal",Gheorghe Dijmarescu,N Col-NE Ridge,Success,3,,EVER-051-06,2005,EVER051062005,3,2,0,0,1,0,0
2005 Spr,China,Czech Republic,Martin Minarik,N Col-NE Ridge,Bad Weather,,,EVER-051-07,2005,EVER051072005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Finland,Veli-Pekka Molsa,N Col-NE Ridge,"Illness, AMS",,,EVER-051-08,2005,EVER051082005,7,7,0,0,0,#DIV/0!,0
2005 Spr,China,Japan,Keiichi Takeuchi,N Col-NE Ridge,Success,2,,EVER-051-09,2005,EVER051092005,3,1,0,0,2,0,0
2005 Spr,China,"Ukraine, Czech Republic",Josef Kubicek,N Col-NE Ridge,Success,2,,EVER-051-10,2005,EVER051102005,4,4,0,0,0,#DIV/0!,0
2005 Spr,China,Bhutan,Karma Gyeltshen,N Col-NE Ridge,Success,1,,EVER-051-11,2005,EVER051112005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,S Korea,Um Hong-Gil,N Col-NE Ridge,Success,2,,EVER-051-12,2005,EVER051122005,14,12,0,0,2,0,0
2005 Spr,China,"India, Nepal",Major S. S. Shekhawat,N Col-NE Ridge,Success,15,,EVER-051-13,2005,EVER051132005,28,21,0,0,7,0,0
2005 Spr,China,Czech Republic,Pavel Trcala,N Col-NE Ridge,Success,1,,EVER-051-14,2005,EVER051142005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"Russia, Netherlands, Slovenia, UK, Ukraine, USA",Alexander Abramov,N Col-NE Ridge,Success,21,1,EVER-051-15,2005,EVER051152005,31,22,1,0,9,0,0.045454545
2005 Spr,China,"USA, Canada","Marnie Pearsall, Nelson Snyder, Vincent Waters",N Col-NE Ridge,"Illness, AMS",,,EVER-051-16,2005,EVER051162005,3,3,0,0,0,#DIV/0!,0
2005 Spr,China,Italy,Luigi Rampini,N Col-NE Ridge,"Illness, AMS",,,EVER-051-17,2005,EVER051172005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Poland,Jacek Teler,N Col-NE Ridge,Bad Weather,,,EVER-051-18,2005,EVER051182005,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,"UK, Sweden, USA","Adrian Crane, Matthew Hood, Niklas Hallstrom",N Col-NE Ridge,Bad Weather,,,EVER-051-19,2005,EVER051192005,3,3,0,0,0,#DIV/0!,0
2005 Spr,China,"Australia, UK",Michael Parker,N Col-NE Ridge,Bad Weather,,,EVER-051-20,2005,EVER051202005,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,Denmark,Nick Nielsen,N Col-NE Ridge,Success,1,,EVER-051-21,2005,EVER051212005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Ireland,Humphrey Murphy,N Col-NE Ridge,Success,1,,EVER-051-22,2005,EVER051222005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,S Africa,Richmond MacIntyre,N Col-NE Ridge,Success,2,,EVER-051-23,2005,EVER051232005,2,1,0,0,1,0,0
2005 Spr,China,Canada,Jocelyn Dufour,N Col-NE Ridge,Success,1,,EVER-051-24,2005,EVER051242005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,USA,Brook Alongi,N Col-NE Ridge,Success,3,,EVER-051-25,2005,EVER051252005,8,6,0,0,2,0,0
2005 Spr,China,USA,Gregory Vadasdi,N Col-NE Ridge,Success,4,,EVER-051-26,2005,EVER051262005,4,2,0,0,2,0,0
2005 Spr,China,"UK, Canada",Thomas Richardson,N Col-NE Ridge,Success,7,,EVER-051-27,2005,EVER051272005,14,10,0,0,4,0,0
2005 Spr,China,UK,Di Gilbert,N Col-NE Ridge,Success,4,,EVER-051-28,2005,EVER051282005,4,2,0,0,2,0,0
2005 Spr,China,Brazil,Rodrigo Raineri,N Col-NE Ridge,Success,1,,EVER-051-29,2005,EVER051292005,6,4,0,0,2,0,0
2005 Spr,China,"UK, Norway, S Africa, USA",David Hamilton,N Col-NE Ridge,Success,14,,EVER-051-30,2005,EVER051302005,18,11,0,0,7,0,0
2005 Spr,China,Austria,Hans Goger,N Col-NE Ridge,Success,1,,EVER-051-31,2005,EVER051312005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Ecuador,Jose (Pepe) Jijon,N Col-NE Ridge,Bad Weather,,,EVER-051-32,2005,EVER051322005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"New Zealand, Australia, Canada, Denmark, France, Ireland, Japan, Norway, Switzerland, UK, USA",Russell Brice,N Col-NE Ridge,Success,29,,EVER-051-33,2005,EVER051332005,41,27,0,0,14,0,0
2005 Spr,China,"USA, Sweden",Ryan Waters,N Col-NE Ridge,Success,8,,EVER-051-34,2005,EVER051342005,14,7,0,0,7,0,0
2005 Spr,China,China,Zhang Jiang-Yuan,N Col-NE Ridge,Success,15,,EVER-051-35,2005,EVER051352005,17,24,0,0,-7,0,0
2005 Spr,China,Brazil,Paulo Coelho,N Col-NE Ridge,Bad Weather,,,EVER-051-36,2005,EVER051362005,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,"New Zealand, India, Netherlands, UK, USA",Jamie McGuinness,N Col-NE Ridge,Success,5,,EVER-051-37,2005,EVER051372005,8,5,0,0,3,0,0
2005 Spr,China,Australia,Duncan Chessell,N Col-NE Ridge,Lack of Supplies,,,EVER-051-38,2005,EVER051382005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Italy,Diego Giovannini,N Col-NE Ridge,Bad Weather,,,EVER-051-39,2005,EVER051392005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"Switzerland, Austria, Germany",Karl Kobler,N Col-NE Ridge,Success,5,1,EVER-051-40,2005,EVER051402005,11,8,1,0,3,0,0.125
2005 Spr,China,Germany,Christian Lemmerz,N Col-NE Ridge,"Illness, AMS",,,EVER-051-41,2005,EVER051412005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,India,Amit Chowdhury,N Col-NE Ridge,Success,7,1,EVER-051-42,2005,EVER051422005,25,20,1,0,5,0,0.05
2005 Spr,China,Norway,Sigrid Hammer,N Col-NE Ridge,Bad Weather,,,EVER-051-43,2005,EVER051432005,3,2,0,0,1,0,0
2005 Spr,China,San Marino,Antonio Pazzaglia,N Col-NE Ridge,Bad Weather,,,EVER-051-44,2005,EVER051442005,3,2,0,0,1,0,0
2005 Spr,China,Austria,Gerfried Goeschl,N Col-NE Ridge,Success,1,,EVER-051-45,2005,EVER051452005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Austria,Wilfried Studer,N Col-NE Ridge,Bad Weather,,,EVER-051-46,2005,EVER051462005,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,Poland,Marcin Miotk,N Col-NE Ridge,Success,1,,EVER-051-47,2005,EVER051472005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,Italy,Claudio Rosset,N Col-NE Ridge,Success,7,,EVER-051-48,2005,EVER051482005,13,10,0,0,3,0,0
2005 Spr,China,France,Frederic Bernard,N Col-NE Ridge,Bad Weather,,,EVER-051-49,2005,EVER051492005,2,2,0,0,0,#DIV/0!,0
2005 Spr,China,USA,Kenneth Hill,N Col-NE Ridge,Bad Weather,,,EVER-051-50,2005,EVER051502005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"Germany, Austria, Japan",Ralf Dujmovits,N Face (to 6000m) / N Face-N Col-NE Ridge (to 7700m),"Illness, AMS",,,EVER-051-51,2005,EVER051512005,3,3,0,0,0,#DIV/0!,0
2005 Spr,China,"Norway, Sweden",Jon Gangdal,N Col-NE Ridge,Success,10,,EVER-051-52,2005,EVER051522005,17,12,0,0,5,0,0
2005 Spr,China,Spain,Rosa Fernandez Rubio,N Col-NE Ridge,Success,3,,EVER-051-53,2005,EVER051532005,3,1,0,0,2,0,0
2005 Spr,China,Norway,Jarle Traa,N Col-NE Ridge,Bad Weather,,,EVER-051-54,2005,EVER051542005,1,1,0,0,0,#DIV/0!,0
2005 Spr,China,"China, Japan","Gigi, Shiori Hashimoto",N Col-NE Ridge,Success,9,,EVER-051-55,2005,EVER051552005,17,8,0,0,9,0,0
2005 Spr,China,Spain,Xavier (Xavi) Arias Sunyer,N Col-NE Ridge,Bad Weather,,,EVER-051-56,2005,EVER051562005,6,4,0,0,2,0,0
2005 Spr,Nepal,Singapore,Robert Goh,S Col-SE Ridge,Bad Weather,,,EVER-051-57,2005,EVER051572005,4,3,0,0,1,0,0
2005 Spr,Nepal,"Singapore, Malaysia, USA",Khong Lean Ee,S Col-SE Ridge,Success,6,,EVER-051-58,2005,EVER051582005,12,7,0,0,5,0,0
2005 Spr,Nepal,"S Korea, USA",Kim Jong-Min,S Col-SE Ridge,Success,9,,EVER-051-59,2005,EVER051592005,14,9,0,0,5,0,0
2005 Spr,Nepal,Canada,Ben Webster,S Col-SE Ridge,Success,5,,EVER-051-60,2005,EVER051602005,8,4,0,0,4,0,0
2005 Spr,Nepal,Japan,Michihiro Honda,S Col-SE Ridge,Success,4,,EVER-051-61,2005,EVER051612005,8,6,0,0,2,0,0
2005 Spr,Nepal,Mongolia,Bayarnyam Dasdelag,S Col-SE Ridge,Success,4,,EVER-051-62,2005,EVER051622005,6,3,0,0,3,0,0
2005 Spr,Nepal,Nepal,Moni Mulepati,S Col-SE Ridge,Success,3,,EVER-051-63,2005,EVER051632005,3,3,0,0,0,#DIV/0!,0
2005 Spr,Nepal,Japan,Keiichi Iwasaki,S Col-SE Ridge,Success,3,,EVER-051-64,2005,EVER051642005,3,1,0,0,2,0,0
2005 Spr,Nepal,Nepal,Ramesh Man Dangol,S Col-SE Ridge,Lack of Supplies,,,EVER-051-65,2005,EVER051652005,4,3,0,0,1,0,0
2005 Spr,Nepal,S Korea,Chung Ki-Bum,S Col-SE Ridge,Success,3,,EVER-051-66,2005,EVER051662005,8,6,0,0,2,0,0
2005 Spr,Nepal,Iran,Sadegh Aghajani,S Col-SE Ridge,Success,14,,EVER-051-67,2005,EVER051672005,25,20,0,0,5,0,0
2005 Spr,Nepal,Russia,Ludmila Moskaleva,S Col-SE Ridge,Lack of Supplies,,,EVER-051-68,2005,EVER051682005,4,2,0,0,2,0,0
2005 Spr,Nepal,Spain,Manuel Sanjuan Lara,S Col-SE Ridge,Lack of Supplies,,,EVER-051-69,2005,EVER051692005,2,1,0,0,1,0,0
2005 Spr,Nepal,Czech Republic,Miroslav Caban,S Col-SE Ridge,Bad Weather,,,EVER-051-70,2005,EVER051702005,7,7,0,0,0,#DIV/0!,0
2005 Spr,Nepal,Austria,Josef Einwaller,S Col-SE Ridge,Bad Weather,,,EVER-051-71,2005,EVER051712005,4,2,0,0,2,0,0
2005 Spr,Nepal,Germany,Klaus Mees,S Col-SE Ridge,"Illness, AMS",,,EVER-051-72,2005,EVER051722005,1,1,0,0,0,#DIV/0!,0
2005 Spr,Nepal,Italy,Diego Zubani,S Col-SE Ridge,Bad Weather,,,EVER-051-73,2005,EVER051732005,2,1,0,0,1,0,0
2005 Spr,Nepal,"USA, Austria, Canada, Spain, UK",Mark Tucker,S Col-SE Ridge,Success,9,,EVER-051-74,2005,EVER051742005,23,15,0,0,8,0,0
2005 Spr,Nepal,Spain,Jesus Gonzalez Calleja,S Col-SE Ridge,Success,3,,EVER-051-75,2005,EVER051752005,3,1,0,0,2,0,0
2005 Spr,Nepal,Spain,Bartolome (Tolo) Calafat Marcus,S Col-SE Ridge,Bad Weather,,,EVER-051-76,2005,EVER051762005,8,4,0,0,4,0,0
2005 Spr,Nepal,Spain,Carlos Pauner,S Col-SE Ridge,Bad Weather,,,EVER-051-77,2005,EVER051772005,3,2,0,0,1,0,0
2005 Spr,Nepal,Austria,Martin Feichtmeir,S Col-SE Ridge,Bad Weather,,,EVER-051-78,2005,EVER051782005,1,1,0,0,0,#DIV/0!,0
2005 Spr,Nepal,Germany,Olaf Rieck,S Col-SE Ridge,Bad Weather,,,EVER-051-79,2005,EVER051792005,3,3,0,0,0,#DIV/0!,0
2005 Spr,Nepal,"New Zealand, Switzerland",Mark Whetu,S Col-SE Ridge,Bad Weather,,,EVER-051-80,2005,EVER051802005,10,5,0,0,5,0,0
2005 Spr,Nepal,Spain,Jorge Verdeguer,S Col-SE Ridge,Lack of Supplies,,,EVER-051-81,2005,EVER051812005,4,3,0,0,1,0,0
2005 Spr,Nepal,USA,Steven Lem,S Col-SE Ridge,Bad Weather,,,EVER-051-82,2005,EVER051822005,3,1,0,0,2,0,0
2005 Spr,Nepal,"UK, Germany",Keith Woodhouse,S Col-SE Ridge,Lack of Supplies,,,EVER-051-83,2005,EVER051832005,3,2,0,0,1,0,0
2005 Spr,Nepal,Canada,Gabriel Filippi,S Col-SE Ridge,Success,2,,EVER-051-84,2005,EVER051842005,2,1,0,0,1,0,0
2005 Spr,Nepal,"UK, Australia, Canada, Norway",Kenton Cool,S Col-SE Ridge,Success,7,,EVER-051-85,2005,EVER051852005,11,6,0,0,5,0,0
2005 Spr,Nepal,Canada,Sean Egan,S Col-SE Ridge,Accident,,1,EVER-051-86,2005,EVER051862005,3,2,1,0,1,0,0.5
2005 Spr,Nepal,Brazil,Waldemar Niclevicz,S Col-SE Ridge,Success,3,,EVER-051-87,2005,EVER051872005,3,2,0,0,1,0,0
2005 Spr,Nepal,UK,Gavin Bate,S Col-SE Ridge,"Illness, AMS",,,EVER-051-88,2005,EVER051882005,2,1,0,0,1,0,0
2005 Spr,Nepal,"New Zealand, Australia, Canada, S Africa, UK, USA",Michael Roberts,S Col-SE Ridge,Bad Weather,,,EVER-051-89,2005,EVER051892005,11,11,0,0,0,#DIV/0!,0
2005 Spr,Nepal,"UK, Australia, Hungary, USA",Henry Todd,S Col-SE Ridge,Bad Weather,,1,EVER-051-90,2005,EVER051902005,16,10,1,0,6,0,0.1
2005 Spr,Nepal,"USA, Ecuador, Jordan, Mexico, S Africa, UK",Willi Prittie,S Col-SE Ridge,Success,15,,EVER-051-91,2005,EVER051912005,24,16,0,0,8,0,0
2005 Spr,Nepal,"USA, Canada",Jim Williams,S Col-SE Ridge,Success,6,,EVER-051-92,2005,EVER051922005,8,4,0,0,4,0,0
2005 Spr,Nepal,"USA, Luxembourg",Willie Benegas,S Col-SE Ridge,Success,9,,EVER-051-93,2005,EVER051932005,12,7,0,0,5,0,0
2005 Spr,Nepal,USA,Scott Wazny,S Col-SE Ridge,Success,2,,EVER-051-94,2005,EVER051942005,2,1,0,0,1,0,0
2005 Spr,Nepal,"USA, Germany, Netherlands, Sweden",Dan Mazur,S Col-SE Ridge,Success,3,1,EVER-051-95,2005,EVER051952005,9,7,1,0,2,0,0.142857143
2005 Spr,Nepal,USA,Daniel Smith,S Col-SE Ridge,Success,5,,EVER-051-96,2005,EVER051962005,8,5,0,0,3,0,0
2005 Spr,Nepal,USA,Julie Kay Smith,S Col-SE Ridge,Bad Weather,,,EVER-051-97,2005,EVER051972005,1,1,0,0,0,#DIV/0!,0
2005 Spr,Nepal,USA,Will Cross,S Col-SE Ridge,Bad Weather,,,EVER-051-98,2005,EVER051982005,2,1,0,0,1,0,0
2005 Aut,China,Poland,Jerzy Michalski,N Col-NE Ridge,Accident,,,EVER-053-01,2005,EVER053012005,3,2,0,0,1,0,0
2006 Spr,China,"S Korea, New Zealand",Park Young-Seok,N Col-NE Ridge (up); SE Ridge-S Col (down),Success,7,,EVER-061-01,2006,EVER061012006,17,12,0,0,5,0,0
2006 Spr,Nepal,USA,Douglas Tumminello,S Col-SE Ridge,Success,2,2,EVER-061-02,2006,EVER061022006,6,3,0,2,3,0.666666667,0
2006 Spr,Nepal,USA,Myung-Joon Kim,S Col-SE Ridge,Success,4,,EVER-061-03,2006,EVER061032006,4,1,0,0,3,0,0
2006 Spr,Nepal,USA,Will Cross,S Col-SE Ridge,Success,3,,EVER-061-04,2006,EVER061042006,3,1,0,0,2,0,0
2006 Spr,Nepal,USA,Julie Smith,S Col-SE Ridge,Success,2,,EVER-061-05,2006,EVER061052006,2,1,0,0,1,0,0
2006 Spr,Nepal,Germany,Klaus Mees,S Col-SE Ridge,Lack of Supplies,,,EVER-061-06,2006,EVER061062006,2,1,0,0,1,0,0
2006 Spr,Nepal,"USA, Canada, New Zealand, UK",Luis Benitez,S Col-SE Ridge,Success,14,,EVER-061-07,2006,EVER061072006,14,5,0,0,9,0,0
2006 Spr,Nepal,"USA, Austria, Belgium, UK",Dave Morton,S Col-SE Ridge,Success,13,,EVER-061-08,2006,EVER061082006,14,8,0,0,6,0,0
2006 Spr,Nepal,"UK, Bolivia",Kenton Cool,S Col-SE Ridge,Success,7,,EVER-061-09,2006,EVER061092006,11,6,0,0,5,0,0
2006 Spr,Nepal,Germany,Dirk Stephan,S Col-SE Ridge,Bad Weather,,,EVER-061-10,2006,EVER061102006,2,1,0,0,1,0,0
2006 Spr,Nepal,"UK, Australia, Canada","Tim Calder, Henry Todd",S Col-SE Ridge,Success,17,,EVER-061-11,2006,EVER061112006,20,13,0,0,7,0,0
2006 Spr,Nepal,Italy,Simone Moro,S Col-SE Ridge (up); NE Ridge-N Col (down),Success,1,,EVER-061-12,2006,EVER061122006,1,1,0,0,0,#DIV/0!,0
2006 Spr,Nepal,"Netherlands, France, India, UK, USA",Arnold Coster,S Col-SE Ridge,Success,8,,EVER-061-13,2006,EVER061132006,11,5,0,0,6,0,0
2006 Spr,Nepal,Taiwan,Yu-Cheng Kuo,S Col-SE Ridge,Success,2,,EVER-061-14,2006,EVER061142006,2,1,0,0,1,0,0
2006 Spr,Nepal,"USA, Australia, Austria, Canada, Germany, Switzerland",Mark Tucker,S Col-SE Ridge,Success,29,1,EVER-061-15,2006,EVER061152006,35,17,0,1,18,0.055555556,0
2006 Spr,Nepal,USA,Robert Link,S Col-SE Ridge,Success,9,,EVER-061-16,2006,EVER061162006,12,7,0,0,5,0,0
2006 Spr,Nepal,Canada,Jeffrey Warden,S Col-SE Ridge,Bad Weather,,,EVER-061-17,2006,EVER061172006,2,1,0,0,1,0,0
2006 Spr,Nepal,"New Zealand, Brazil, Ireland, UK, USA",Guy Cotter,S Col-SE Ridge,Success,14,,EVER-061-18,2006,EVER061182006,20,12,0,0,8,0,0
2006 Spr,Nepal,Japan,Eiko Funahasi,S Col-SE Ridge,Bad Weather,,,EVER-061-19,2006,EVER061192006,2,2,0,0,0,#DIV/0!,0
2006 Spr,Nepal,"Singapore, Malaysia",Swee Chiow Khoo,S Col-SE Ridge,Success,7,,EVER-061-20,2006,EVER061202006,7,2,0,0,5,0,0
2006 Spr,Nepal,"Poland, Russia",Boguslaw Ogrodnik,S Col-SE Ridge,Success,9,,EVER-061-21,2006,EVER061212006,11,8,0,0,3,0,0
2006 Spr,Nepal,"S Korea, Austria, France",Han Wang-Yong,S Col-SE Ridge,Other,,,EVER-061-22,2006,EVER061222006,13,8,0,0,5,0,0
2006 Spr,Nepal,S Korea,Hwang Soon-Kwang,S Col-SE Ridge,Success,6,,EVER-061-23,2006,EVER061232006,9,6,0,0,3,0,0
2006 Spr,Nepal,Spain,Juan Antonio Olivieri,S Col-SE Ridge,Success,6,,EVER-061-24,2006,EVER061242006,7,4,0,0,3,0,0
